pair_id,source_domain,lexical_tier,analysis_set,salience_design,primary_analysis,norming_status,coherence_relation,active,passive
flv_258,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> set a shared turnaround time before beginning a long uphill section of their loop. <AGT> patiently encouraged <PNT> during the long uphill stretch.,<PRE> and <CTL> set a shared turnaround time before beginning a long uphill section of their loop. <PNT> was patiently encouraged by <AGT> during the long uphill stretch.
flv_259,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the gym's paired-climber safety rules before taking turns on a new bouldering wall. <AGT> carefully spotted <PNT> during the bouldering attempt.,<PRE> and <CTL> reviewed the gym's paired-climber safety rules before taking turns on a new bouldering wall. <PNT> was carefully spotted by <AGT> during the bouldering attempt.
flv_260,outdoor_recreation,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> checked matching harnesses and reviewed the limestone route together before beginning their alternating climbing turns. <AGT> attentively belayed <PNT> during the limestone traverse.,<PRE> and <CTL> checked matching harnesses and reviewed the limestone route together before beginning their alternating climbing turns. <PNT> was attentively belayed by <AGT> during the limestone traverse.
flv_261,outdoor_recreation,common,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_goal,"<PRE> added one birding stop to the shared marsh itinerary, while <CTL> added another birding stop to the shared marsh itinerary. <AGT> cheerfully accompanied <PNT> along the marsh boardwalk.","<PRE> added one birding stop to the shared marsh itinerary, while <CTL> added another birding stop to the shared marsh itinerary. <PNT> was cheerfully accompanied by <AGT> along the marsh boardwalk."
flv_262,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> agreed to finish the marked course together before joining the post-race gathering. <AGT> warmly encouraged <PNT> during the final mile.,<PRE> and <CTL> agreed to finish the marked course together before joining the post-race gathering. <PNT> was warmly encouraged by <AGT> during the final mile.
flv_263,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> reached a stream crossing where smooth stones formed the only continuation of their marked route. <AGT> carefully steadied <PNT> on the slick stones in the knee-deep stream.,<PRE> and <CTL> reached a stream crossing where smooth stones formed the only continuation of their marked route. <PNT> was carefully steadied by <AGT> on the slick stones in the knee-deep stream.
flv_264,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the harbor's paired rescue drill before carrying one float together to the water. <AGT> slowly towed <PNT> with a rescue float toward the sandy shore.,<PRE> and <CTL> reviewed the harbor's paired rescue drill before carrying one float together to the water. <PNT> was slowly towed by <AGT> with a rescue float toward the sandy shore.
flv_265,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> selected matching safety kits from the rafting operator before their group assembled beside the river. <AGT> properly equipped <PNT> for the rafting excursion.,<PRE> and <CTL> selected matching safety kits from the rafting operator before their group assembled beside the river. <PNT> was properly equipped by <AGT> for the rafting excursion.
flv_266,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> agreed to return together after their group divided between two campground loops. <AGT> quietly escorted <PNT> back to the campsite.,<PRE> and <CTL> agreed to return together after their group divided between two campground loops. <PNT> was quietly escorted by <AGT> back to the campsite.
flv_267,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> studied the same archery drill card before taking turns at the practice line. <AGT> patiently coached <PNT> through the archery drill.,<PRE> and <CTL> studied the same archery drill card before taking turns at the practice line. <PNT> was patiently coached by <AGT> through the archery drill.
flv_268,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> prepared two kayaks for a short sprint after finding a stopwatch clipped beside the lake's informal start marker. <AGT> accurately timed <PNT> during the short kayak sprint.,<PRE> and <CTL> prepared two kayaks for a short sprint after finding a stopwatch clipped beside the lake's informal start marker. <PNT> was accurately timed by <AGT> during the short kayak sprint.
flv_269,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> joined opposite teams for a woodland tagging game that would begin after the boundary check. <AGT> lightly tagged <PNT> during the woodland game.,<PRE> and <CTL> joined opposite teams for a woodland tagging game that would begin after the boundary check. <PNT> was lightly tagged by <AGT> during the woodland game.
flv_270,outdoor_recreation,uncommon,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_preparation,"<CTL> carried one dry bag to the shared skiff for the planned inlet crossing, while <PRE> carried another dry bag to the shared skiff for the planned inlet crossing. <AGT> carefully ferried <PNT> across the quiet inlet.","<CTL> carried one dry bag to the shared skiff for the planned inlet crossing, while <PRE> carried another dry bag to the shared skiff for the planned inlet crossing. <PNT> was carefully ferried by <AGT> across the quiet inlet."
flv_271,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> agreed to meet at the trailhead before joining the park's scheduled nature walk. <AGT> warmly greeted <PNT> at the trailhead.,<PRE> and <CTL> agreed to meet at the trailhead before joining the park's scheduled nature walk. <PNT> was warmly greeted by <AGT> at the trailhead.
flv_272,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> waited beside a posted cave map as their group's safety orientation was about to begin. <AGT> thoroughly briefed <PNT> before the guided cave walk.,<PRE> and <CTL> waited beside a posted cave map as their group's safety orientation was about to begin. <PNT> was thoroughly briefed by <AGT> before the guided cave walk.
flv_273,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> noticed ice pellets striking the open path as the nearest roofed kiosk came into view. <AGT> quickly sheltered <PNT> from the sudden hail.,<PRE> and <CTL> noticed ice pellets striking the open path as the nearest roofed kiosk came into view. <PNT> was quickly sheltered by <AGT> from the sudden hail.
flv_274,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> carried their shared paddle bag to a raft that rocked beside the boarding platform. <AGT> firmly pulled <PNT> into the waiting raft.,<PRE> and <CTL> carried their shared paddle bag to a raft that rocked beside the boarding platform. <PNT> was firmly pulled by <AGT> into the waiting raft.
flv_275,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> brought a shared gear bag to the canoe launch after choosing a route across the lake. <AGT> carefully helped <PNT> into the narrow canoe.,<PRE> and <CTL> brought a shared gear bag to the canoe launch after choosing a route across the lake. <PNT> was carefully helped by <AGT> into the narrow canoe.
flv_276,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> entered the final cycling climb together after staying side by side through the previous stage. <AGT> smoothly passed <PNT> on the final cycling climb.,<PRE> and <CTL> entered the final cycling climb together after staying side by side through the previous stage. <PNT> was smoothly passed by <AGT> on the final cycling climb.
flv_277,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> began the gravel straightaway side by side after matching pace through the wooded section. <AGT> gradually overtook <PNT> along the gravel straightaway.,<PRE> and <CTL> began the gravel straightaway side by side after matching pace through the wooded section. <PNT> was gradually overtaken by <AGT> along the gravel straightaway.
flv_278,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> reached the summit marker together after completing the final steep section of their planned route. <AGT> sincerely congratulated <PNT> at the summit marker.,<PRE> and <CTL> reached the summit marker together after completing the final steep section of their planned route. <PNT> was sincerely congratulated by <AGT> at the summit marker.
flv_279,outdoor_recreation,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_trigger,"<CTL> dipped one paddle as the launch's playful water game began, while <PRE> dipped another paddle as the launch's playful water game began. <AGT> playfully splashed <PNT> near the kayak launch.","<CTL> dipped one paddle as the launch's playful water game began, while <PRE> dipped another paddle as the launch's playful water game began. <PNT> was playfully splashed by <AGT> near the kayak launch."
flv_280,outdoor_recreation,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> had both completed the park's partner-safety certification before arriving at the gear station for their first canopy crossing. <AGT> securely harnessed <PNT> before the canopy crossing.,<PRE> and <CTL> had both completed the park's partner-safety certification before arriving at the gear station for their first canopy crossing. <PNT> was securely harnessed by <AGT> before the canopy crossing.
flv_281,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> laid matching climbing kits beside the practice wall before their scheduled alternating belay session. <AGT> carefully secured <PNT> with the belay rope.,<PRE> and <CTL> laid matching climbing kits beside the practice wall before their scheduled alternating belay session. <PNT> was carefully secured by <AGT> with the belay rope.
flv_282,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> reached a fallen log where their marked route crossed a shallow gap in the trail. <AGT> carefully steadied <PNT> during the fallen-log crossing.,<PRE> and <CTL> reached a fallen log where their marked route crossed a shallow gap in the trail. <PNT> was carefully steadied by <AGT> during the fallen-log crossing.
flv_283,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> found the trail blocked by a fallen tree beside a posted map showing the short marked bypass. <AGT> clearly directed <PNT> around the fallen tree.,<PRE> and <CTL> found the trail blocked by a fallen tree beside a posted map showing the short marked bypass. <PNT> was clearly directed by <AGT> around the fallen tree.
flv_284,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> approached the overlook along a curved path where a small closure placard faced travelers only at the final bend. <AGT> politely stopped <PNT> before the restricted overlook.,<PRE> and <CTL> approached the overlook along a curved path where a small closure placard faced travelers only at the final bend. <PNT> was politely stopped by <AGT> before the restricted overlook.
flv_285,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> agreed on a return time before exploring separate ends of the same open ridge. <AGT> firmly asked <PNT> to return from the ridge.,<PRE> and <CTL> agreed on a return time before exploring separate ends of the same open ridge. <PNT> was firmly asked by <AGT> to return from the ridge.
flv_286,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> agreed to regroup beside a narrow stream after independently exploring two marked campground paths. <AGT> eventually found <PNT> beside the narrow stream.,<PRE> and <CTL> agreed to regroup beside a narrow stream after independently exploring two marked campground paths. <PNT> was eventually found by <AGT> beside the narrow stream.
flv_287,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,"<PRE> and <CTL> slept in the same bunkhouse before their scheduled paddle, relying on its single quiet dawn chime. <AGT> gently woke <PNT> before the dawn paddle.","<PRE> and <CTL> slept in the same bunkhouse before their scheduled paddle, relying on its single quiet dawn chime. <PNT> was gently woken by <AGT> before the dawn paddle."
flv_288,outdoor_recreation,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_resource,"<CTL> opened one first-aid pouch at the trail shelter, while <PRE> opened another first-aid pouch beside the same bench. <AGT> promptly treated <PNT> for a heel blister.","<CTL> opened one first-aid pouch at the trail shelter, while <PRE> opened another first-aid pouch beside the same bench. <PNT> was promptly treated by <AGT> for a heel blister."
flv_289,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> opened a shared first-aid kit after their park group reported a minor fall near the shelter. <AGT> carefully treated <PNT> after the minor scrape.,<PRE> and <CTL> opened a shared first-aid kit after their park group reported a minor fall near the shelter. <PNT> was carefully treated by <AGT> after the minor scrape.
flv_290,outdoor_recreation,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed the same ravine-recovery drill before taking alternating positions beside the training winch. <AGT> slowly winched <PNT> from the steep ravine.,<PRE> and <CTL> reviewed the same ravine-recovery drill before taking alternating positions beside the training winch. <PNT> was slowly winched by <AGT> from the steep ravine.
flv_291,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> agreed to enter the charity hike together after finding a kiosk that accepted both registrations in one transaction. <AGT> promptly registered <PNT> for the charity hike.,<PRE> and <CTL> agreed to enter the charity hike together after finding a kiosk that accepted both registrations in one transaction. <PNT> was promptly registered by <AGT> for the charity hike.
flv_292,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> sorted matching headlamps and jackets before their group gathered for an evening hike. <AGT> properly outfitted <PNT> for the evening hike.,<PRE> and <CTL> sorted matching headlamps and jackets before their group gathered for an evening hike. <PNT> was properly outfitted by <AGT> for the evening hike.
flv_293,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> noticed a short hill course opening for informal races after the scheduled picnic games ended. <AGT> playfully challenged <PNT> to a short hill race.,<PRE> and <CTL> noticed a short hill course opening for informal races after the scheduled picnic games ended. <PNT> was playfully challenged by <AGT> to a short hill race.
flv_294,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> joined opposing teams as volunteers reset the boundary flags for the next capture-the-flag round. <AGT> quickly caught <PNT> during the capture-the-flag game.,<PRE> and <CTL> joined opposing teams as volunteers reset the boundary flags for the next capture-the-flag round. <PNT> was quickly caught by <AGT> during the capture-the-flag game.
flv_295,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> joined opposite sides of a practice scrimmage after agreeing to rotate positions at each break. <AGT> cleanly blocked <PNT> near the small practice goal.,<PRE> and <CTL> joined opposite sides of a practice scrimmage after agreeing to rotate positions at each break. <PNT> was cleanly blocked by <AGT> near the small practice goal.
flv_296,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> joined opposing basketball teams after organizers randomly assigned each player an individual matchup for the park scrimmage. <AGT> closely defended <PNT> during the park scrimmage.,<PRE> and <CTL> joined opposing basketball teams after organizers randomly assigned each player an individual matchup for the park scrimmage. <PNT> was closely defended by <AGT> during the park scrimmage.
flv_297,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> finished the cycling course together after trading the lead throughout the final lap. <AGT> warmly congratulated <PNT> after the cycling race.,<PRE> and <CTL> finished the cycling course together after trading the lead throughout the final lap. <PNT> was warmly congratulated by <AGT> after the cycling race.
flv_298,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> reviewed identical route cards before beginning the navigation exercise from adjacent starting markers. <AGT> closely followed <PNT> during the navigation exercise.,<PRE> and <CTL> reviewed identical route cards before beginning the navigation exercise from adjacent starting markers. <PNT> was closely followed by <AGT> during the navigation exercise.
flv_299,outdoor_recreation,common,core,balanced_shared_predicate,yes,not_normed,shared_goal,<PRE> and <CTL> agreed to alternate driving the support vehicle after their group reached the river takeout. <AGT> efficiently shuttled <PNT> from the river takeout.,<PRE> and <CTL> agreed to alternate driving the support vehicle after their group reached the river takeout. <PNT> was efficiently shuttled by <AGT> from the river takeout.
flv_300,outdoor_recreation,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> crossed a muddy service track just as its crumbling shoulder gave way beside a water-filled ditch. <AGT> carefully extricated <PNT> from the muddy ditch.,<PRE> and <CTL> crossed a muddy service track just as its crumbling shoulder gave way beside a water-filled ditch. <PNT> was carefully extricated by <AGT> from the muddy ditch.
flv_301,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> waited beside the decorated plaza entrance as the opening procession approached and the ceremony bell sounded. <AGT> warmly welcomed <PNT> at the opening ceremony.,<PRE> and <CTL> waited beside the decorated plaza entrance as the opening procession approached and the ceremony bell sounded. <PNT> was warmly welcomed by <AGT> at the opening ceremony.
flv_302,festivals_events,common,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_trigger,<PRE> pinned on a reunion badge beside the ticket entrance while <CTL> pinned on a reunion badge beside the ticket entrance as returning neighbors arrived. <AGT> cheerfully greeted <PNT> near the ticket entrance.,<PRE> pinned on a reunion badge beside the ticket entrance while <CTL> pinned on a reunion badge beside the ticket entrance as returning neighbors arrived. <PNT> was cheerfully greeted by <AGT> near the ticket entrance.
flv_303,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> exchanged brief biographies before joining a kickoff reception circle of first-time delegates and longtime sponsors. <AGT> formally introduced <PNT> during the kickoff reception.,<PRE> and <CTL> exchanged brief biographies before joining a kickoff reception circle of first-time delegates and longtime sponsors. <PNT> was formally introduced by <AGT> during the kickoff reception.
flv_304,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> paused beneath the newly illuminated lantern arch when organizers announced an open portrait interval. <AGT> carefully photographed <PNT> beneath the lantern arch.,<PRE> and <CTL> paused beneath the newly illuminated lantern arch when organizers announced an open portrait interval. <PNT> was carefully photographed by <AGT> beneath the lantern arch.
flv_305,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> drew sealed passes assigning one route guide and one guest for a distant roped-off festival section. <AGT> promptly escorted <PNT> to the reserved viewing area.,<PRE> and <CTL> drew sealed passes assigning one route guide and one guest for a distant roped-off festival section. <PNT> was promptly escorted by <AGT> to the reserved viewing area.
flv_306,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> consulted a corrected table diagram after staff removed misprinted place cards from the awards-program banquet tables. <AGT> politely seated <PNT> before the awards program.,<PRE> and <CTL> consulted a corrected table diagram after staff removed misprinted place cards from the awards-program banquet tables. <PNT> was politely seated by <AGT> before the awards program.
flv_307,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> reviewed the parade highlights after organizers opened a booth for short recorded conversations about the route. <AGT> briefly interviewed <PNT> after the parade.,<PRE> and <CTL> reviewed the parade highlights after organizers opened a booth for short recorded conversations about the route. <PNT> was briefly interviewed by <AGT> after the parade.
flv_308,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> stacked the final supply crates together as the reception coordinator called volunteers into the hall. <AGT> publicly thanked <PNT> during the volunteer reception.,<PRE> and <CTL> stacked the final supply crates together as the reception coordinator called volunteers into the hall. <PNT> was publicly thanked by <AGT> during the volunteer reception.
flv_309,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> compared costume details while judges carried the sealed result envelope toward the contest platform. <AGT> warmly congratulated <PNT> after the costume contest.,<PRE> and <CTL> compared costume details while judges carried the sealed result envelope toward the contest platform. <PNT> was warmly congratulated by <AGT> after the costume contest.
flv_310,festivals_events,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> found lyric cards beside their banquet plates when the bandleader invited spontaneous table songs. <AGT> gently serenaded <PNT> during the closing banquet.,<PRE> and <CTL> found lyric cards beside their banquet plates when the bandleader invited spontaneous table songs. <PNT> was gently serenaded by <AGT> during the closing banquet.
flv_311,festivals_events,common,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_preparation,<PRE> rehearsed a short piece backstage while <CTL> rehearsed a short piece backstage before the finalists gathered for the evening program. <AGT> enthusiastically applauded <PNT> after the solo performance.,<PRE> rehearsed a short piece backstage while <CTL> rehearsed a short piece backstage before the finalists gathered for the evening program. <PNT> was enthusiastically applauded by <AGT> after the solo performance.
flv_312,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> shared festival emcee duties while a community speaker finished remarks and organizers prepared materials for an unscripted audience segment. <AGT> confidently invited <PNT> onto the main stage.,<PRE> and <CTL> shared festival emcee duties while a community speaker finished remarks and organizers prepared materials for an unscripted audience segment. <PNT> was confidently invited by <AGT> onto the main stage.
flv_313,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> reviewed the newly posted prize criteria when organizers opened candidate submissions to all registered attendees. <AGT> formally nominated <PNT> for the festival prize.,<PRE> and <CTL> reviewed the newly posted prize criteria when organizers opened candidate submissions to all registered attendees. <PNT> was formally nominated by <AGT> for the festival prize.
flv_314,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> submitted equal records of neighborhood service before sealed ceremony envelopes assigned one peer presenter and one recognition recipient. <AGT> publicly honored <PNT> at the civic celebration.,<PRE> and <CTL> submitted equal records of neighborhood service before sealed ceremony envelopes assigned one peer presenter and one recognition recipient. <PNT> was publicly honored by <AGT> at the civic celebration.
flv_315,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> rehearsed both roles in the pageant finale before officials distributed sealed cards naming the celebrant and ceremonial presenter. <AGT> ceremonially crowned <PNT> at the harvest pageant.,<PRE> and <CTL> rehearsed both roles in the pageant finale before officials distributed sealed cards naming the celebrant and ceremonial presenter. <PNT> was ceremonially crowned by <AGT> at the harvest pageant.
flv_316,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> drew sealed rehearsal schedules sending one to prepare the performers' tent while the other completed an outdoor sound check. <AGT> warmly welcomed <PNT> inside the performers' tent.,<PRE> and <CTL> drew sealed rehearsal schedules sending one to prepare the performers' tent while the other completed an outdoor sound check. <PNT> was warmly welcomed by <AGT> inside the performers' tent.
flv_317,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> unfolded identical fair maps after construction redirected visitors through several temporary craft aisles. <AGT> calmly guided <PNT> through the craft fair.,<PRE> and <CTL> unfolded identical fair maps after construction redirected visitors through several temporary craft aisles. <PNT> was calmly guided by <AGT> through the craft fair.
flv_318,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> waited inside the press tent after a route closure left one transfer map for their next segment onstage. <AGT> carefully escorted <PNT> from the press tent to the stage.,<PRE> and <CTL> waited inside the press tent after a route closure left one transfer map for their next segment onstage. <PNT> was carefully escorted by <AGT> from the press tent to the stage.
flv_319,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> prepared matching procession costumes and camera kits before drawing sealed cards for the marcher and recorder roles. <AGT> quietly filmed <PNT> during the opening procession.,<PRE> and <CTL> prepared matching procession costumes and camera kits before drawing sealed cards for the marcher and recorder roles. <PNT> was quietly filmed by <AGT> during the opening procession.
flv_320,festivals_events,uncommon,salience_challenge,ctl_last_separate_predicates,no,not_normed,shared_resource,<PRE> examined one unopened flower packet while <CTL> examined another unopened flower packet as the floral presentation began. <AGT> ceremonially garlanded <PNT> with fresh marigolds.,<PRE> examined one unopened flower packet while <CTL> examined another unopened flower packet as the floral presentation began. <PNT> was ceremonially garlanded by <AGT> with fresh marigolds.
flv_321,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> waited beside the curtain as the final performance ended and the cast emerged to sustained cheers. <AGT> joyfully hugged <PNT> after the final performance.,<PRE> and <CTL> waited beside the curtain as the final performance ended and the cast emerged to sustained cheers. <PNT> was joyfully hugged by <AGT> after the final performance.
flv_322,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> opened matching reunion invitations that asked returning neighbors to reconnect at the lantern festival's first gathering. <AGT> personally greeted <PNT> at the lantern festival.,<PRE> and <CTL> opened matching reunion invitations that asked returning neighbors to reconnect at the lantern festival's first gathering. <PNT> was personally greeted by <AGT> at the lantern festival.
flv_323,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_resource,<PRE> and <CTL> drew a conversation prompt from the podcast booth's bowl after organizers opened recording slots to attendees. <AGT> briefly interviewed <PNT> for the festival podcast.,<PRE> and <CTL> drew a conversation prompt from the podcast booth's bowl after organizers opened recording slots to attendees. <PNT> was briefly interviewed by <AGT> for the festival podcast.
flv_324,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> studied the same relay diagram after officials announced a last-minute change to the exchange zone. <AGT> patiently coached <PNT> before the relay contest.,<PRE> and <CTL> studied the same relay diagram after officials announced a last-minute change to the exchange zone. <PNT> was patiently coached by <AGT> before the relay contest.
flv_325,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_preparation,<PRE> and <CTL> drew sealed leader and performer cards after the coordinator added an unresolved movement sequence to the reenactment. <AGT> attentively directed <PNT> during the historical reenactment.,<PRE> and <CTL> drew sealed leader and performer cards after the coordinator added an unresolved movement sequence to the reenactment. <PNT> was attentively directed by <AGT> during the historical reenactment.
flv_326,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> compared candle-station maps after organizers warned that the darkened procession route included an unmarked turn. <AGT> quietly accompanied <PNT> during the candlelight procession.,<PRE> and <CTL> compared candle-station maps after organizers warned that the darkened procession route included an unmarked turn. <PNT> was quietly accompanied by <AGT> during the candlelight procession.
flv_327,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> reached the parade route together after barriers narrowed the next block to a single walking lane. <AGT> closely followed <PNT> along the parade route.,<PRE> and <CTL> reached the parade route together after barriers narrowed the next block to a single walking lane. <PNT> was closely followed by <AGT> along the parade route.
flv_328,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> studied matching midway maps after a crowd closure blocked the direct path to the exhibition tents. <AGT> steadily led <PNT> through the crowded midway.,<PRE> and <CTL> studied matching midway maps after a crowd closure blocked the direct path to the exhibition tents. <PNT> was steadily led by <AGT> through the crowded midway.
flv_329,festivals_events,common,salience_challenge,pre_last_separate_predicates,no,not_normed,shared_occasion,Two invitations left arrival order unspecified: <CTL> reviewed the musicians' tent meeting details on a printed card; <PRE> reviewed the musicians' tent meeting details on a printed card. <AGT> warmly welcomed <PNT> inside the musicians' tent.,Two invitations left arrival order unspecified: <CTL> reviewed the musicians' tent meeting details on a printed card; <PRE> reviewed the musicians' tent meeting details on a printed card. <PNT> was warmly welcomed by <AGT> inside the musicians' tent.
flv_330,festivals_events,uncommon,core,balanced_shared_predicate,yes,not_normed,shared_occasion,<PRE> and <CTL> prepared comparable anniversary reflections before gala organizers announced that guests would conduct surprise tributes for one another. <AGT> lavishly feted <PNT> at the anniversary gala.,<PRE> and <CTL> prepared comparable anniversary reflections before gala organizers announced that guests would conduct surprise tributes for one another. <PNT> was lavishly feted by <AGT> at the anniversary gala.
flv_331,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> prepared from different launch sections before a last-minute safety alert appeared on only one randomly assigned radio. <AGT> privately briefed <PNT> before the fireworks launch.,<PRE> and <CTL> prepared from different launch sections before a last-minute safety alert appeared on only one randomly assigned radio. <PNT> was privately briefed by <AGT> before the fireworks launch.
flv_332,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> watched staff postpone the outdoor program as an uncertain restart time appeared on the event board. <AGT> calmly reassured <PNT> during the weather delay.,<PRE> and <CTL> watched staff postpone the outdoor program as an uncertain restart time appeared on the event board. <PNT> was calmly reassured by <AGT> during the weather delay.
flv_333,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_trigger,<PRE> and <CTL> waited by the dance floor as officials called the next heat and the audience gathered around. <AGT> enthusiastically encouraged <PNT> before the dance heat.,<PRE> and <CTL> waited by the dance floor as officials called the next heat and the audience gathered around. <PNT> was enthusiastically encouraged by <AGT> before the dance heat.
flv_334,festivals_events,common,core,balanced_shared_predicate,yes,not_normed,shared_followup_need,<PRE> and <CTL> practiced different halves of a revised movement sequence before the coordinator asked them to combine it without another demonstration. <AGT> carefully coached <PNT> through the rehearsal.,<PRE> and <CTL> practiced different halves of a revised movement sequence before the coordinator asked them to combine it without another demonstration. <PNT> was carefully coached by <AGT> through the rehearsal.
